Strain ID	ORF	Gene name	Label
YMR147W_sn3331	YMR147W	YMR147W	ymr147w
YMR155W_sn3332	YMR155W	YMR155W	ymr155w
YMR181C_sn3333	YMR181C	YMR181C	ymr181c
YMR187C_sn3334	YMR187C	YMR187C	ymr187c
YMR206W_sn3335	YMR206W	YMR206W	ymr206w
YMR209C_sn3336	YMR209C	YMR209C	ymr209c
YMR210W_sn3337	YMR210W	YMR210W	ymr210w
YMR244W_sn3338	YMR244W	YMR244W	ymr244w
YMR247C_sn3339	YMR247C	RKR1	rkr1
YMR251W_sn3340	YMR251W	GTO3	gto3
YMR265C_sn3341	YMR265C	YMR265C	ymr265c
YMR321C_sn3342	YMR321C	YMR321C	ymr321c
YMR325W_sn3343	YMR325W	PAU19	pau19
YNL011C_sn3344	YNL011C	YNL011C	ynl011c
YNL018C_sn3345	YNL018C	YNL018C	ynl018c
YNL019C_sn3346	YNL019C	YNL019C	ynl019c
YNL033W_sn3347	YNL033W	YNL033W	ynl033w
YNL034W_sn3348	YNL034W	YNL034W	ynl034w
YNL050C_sn3349	YNL050C	YNL050C	ynl050c
YNL165W_sn3350	YNL165W	YNL165W	ynl165w
YNL193W_sn3351	YNL193W	YNL193W	ynl193w
YNL295W_sn3352	YNL295W	MRX6	mrx6
YNL321W_sn3353	YNL321W	VNX1	vnx1
YNL335W_sn3354	YNL335W	DDI3	ddi3
YNR020C_sn3355	YNR020C	ATP23	atp23
YNR064C_sn3356	YNR064C	YNR064C	ynr064c
YNR068C_sn3357	YNR068C	YNR068C	ynr068c
YOL008W_sn3358	YOL008W	COQ10	coq10
YOL014W_sn3359	YOL014W	YOL014W	yol014w
YOL015W_sn3360	YOL015W	IRC10	irc10
YOL024W_sn3361	YOL024W	YOL024W	yol024w
YOL029C_sn3362	YOL029C	YOL029C	yol029c
YOL036W_sn3363	YOL036W	YOL036W	yol036w
YOL053W_sn3364	YOL053W	AIM39	aim39
YOL073C_sn3365	YOL073C	DSC2	dsc2
YOL083W_sn3366	YOL083W	ATG34	atg34
YOL114C_sn3367	YOL114C	PTH4	pth4
YOL131W_sn3368	YOL131W	YOL131W	yol131w
YOL164W_sn3369	YOL164W	BDS1	bds1
YOR008C-A_sn3370	YOR008C-A	YOR008C-A	yor008c-a
YOR019W_sn3371	YOR019W	YOR019W	yor019w
YOR021C_sn3372	YOR021C	SFM1	sfm1
YOR066W_sn3373	YOR066W	MSA1	msa1
YOR093C_sn3374	YOR093C	YOR093C	yor093c
YOR097C_sn3375	YOR097C	YOR097C	yor097c
YOR111W_sn3376	YOR111W	YOR111W	yor111w
YOR114W_sn3377	YOR114W	YOR114W	yor114w
YOR154W_sn3378	YOR154W	SLP1	slp1
YOR166C_sn3379	YOR166C	SWT1	swt1
YOR186W_sn3380	YOR186W	YOR186W	yor186w
YOR223W_sn3381	YOR223W	DSC3	dsc3
YOR268C_sn3382	YOR268C	YOR268C	yor268c
YOR338W_sn3383	YOR338W	YOR338W	yor338w
YOR365C_sn3384	YOR365C	YOR365C	yor365c
YOR389W_sn3385	YOR389W	YOR389W	yor389w
YOR390W_sn3386	YOR390W	FEX1	fex1
YPL034W_sn3387	YPL034W	YPL034W	ypl034w
YPL039W_sn3388	YPL039W	YPL039W	ypl039w
YPL056C_sn3389	YPL056C	LCL1	lcl1
YPL095C_sn3390	YPL095C	EEB1	eeb1
YPL098C_sn3391	YPL098C	MGR2	mgr2
YPL201C_sn3392	YPL201C	YIG1	yig1
YPL216W_sn3393	YPL216W	YPL216W	ypl216w
YPL257W_sn3394	YPL257W	YPL257W	ypl257w
YPL267W_sn3395	YPL267W	ACM1	acm1
YPL272C_sn3396	YPL272C	PBI1	pbi1
YPL279C_sn3397	YPL279C	FEX2	fex2
YPR027C_sn3398	YPR027C	YPR027C	ypr027c
YPR089W_sn3399	YPR089W	YPR089W	ypr089w
YPR109W_sn3400	YPR109W	YPR109W	ypr109w
YPR117W_sn3401	YPR117W	YPR117W	ypr117w
YPR153W_sn3402	YPR153W	YPR153W	ypr153w
YPR157W_sn3403	YPR157W	TDA6	tda6
YPR158W_sn3404	YPR158W	CUR1	cur1
YPR203W_sn3405	YPR203W	YPR203W	ypr203w
YNR065C_sn3406	YNR065C	YNR065C	ynr065c
YMR289W_sn3407	YMR289W	ABZ2	abz2
YDR106W_sn3408	YDR106W	ARP10	arp10
YJL058C_sn3409	YJL058C	BIT61	bit61
YOR173W_sn3410	YOR173W	DCS2	dcs2
YDR068W_sn3411	YDR068W	DOS2	dos2
YIL107C_sn2831	YIL107C	PFK26	pfk26
YOL136C_sn2832	YOL136C	PFK27	pfk27
YFR053C_sn2833	YFR053C	HXK1	hxk1
YGL253W_sn2834	YGL253W	HXK2	hxk2
YJR159W_sn2835	YJR159W	SOR1	sor1
YBR020W_sn2836	YBR020W	GAL1	gal1
YDL189W_sn2837	YDL189W	RBS1	rbs1
YBR019C_sn2838	YBR019C	GAL10	gal10
YBR018C_sn2839	YBR018C	GAL7	gal7
YLR081W_sn2840	YLR081W	GAL2	gal2
YJL155C_sn2841	YJL155C	FBP26	fbp26
YLR377C_sn2842	YLR377C	FBP1	fbp1
YKR097W_sn2843	YKR097W	PCK1	pck1
YJR009C_sn2844	YJR009C	TDH2	tdh2
YGR192C_sn2845	YGR192C	TDH3	tdh3
YJL052W_sn2846	YJL052W	TDH1	tdh1
YOL126C_sn2847	YOL126C	MDH2	mdh2
YDL021W_sn2848	YDL021W	GPM2	gpm2
YOL056W_sn2849	YOL056W	GPM3	gpm3
YGR254W_sn2850	YGR254W	ENO1	eno1
YHR174W_sn2851	YHR174W	ENO2	eno2
YGL062W_sn2852	YGL062W	PYC1	pyc1
YBR218C_sn2853	YBR218C	PYC2	pyc2
YKL127W_sn2854	YKL127W	PGM1	pgm1
YMR105C_sn2855	YMR105C	PGM2	pgm2
YHR044C_sn2856	YHR044C	DOG1	dog1
YGR256W_sn2857	YGR256W	GND2	gnd2
YLR174W_sn2858	YLR174W	IDP2	idp2
YDL066W_sn2859	YDL066W	IDP1	idp1
YOL049W_sn2860	YOL049W	GSH2	gsh2
YJL101C_sn2861	YJL101C	GSH1	gsh1
YLL060C_sn2862	YLL060C	GTT2	gtt2
YIR038C_sn2863	YIR038C	GTT1	gtt1
YML004C_sn2864	YML004C	GLO1	glo1
YEL017W_sn2865	YEL017W	GTT3	gtt3
YHL032C_sn2866	YHL032C	GUT1	gut1
YOL059W_sn2867	YOL059W	GPD2	gpd2
YMR006C_sn2868	YMR006C	PLB2	plb2
YMR311C_sn2869	YMR311C	GLC8	glc8
YKR058W_sn2870	YKR058W	GLG1	glg1
YJL137C_sn2871	YJL137C	GLG2	glg2
YPR184W_sn2872	YPR184W	GDB1	gdb1
YPR160W_sn2873	YPR160W	GPH1	gph1
YEL011W_sn2874	YEL011W	GLC3	glc3
YLR258W_sn2875	YLR258W	GSY2	gsy2
YFR015C_sn2876	YFR015C	GSY1	gsy1
YGR240C_sn2877	YGR240C	PFK1	pfk1
YMR205C_sn2878	YMR205C	PFK2	pfk2
YOR347C_sn2879	YOR347C	PYK2	pyk2
YER065C_sn2880	YER065C	ICL1	icl1
YNL117W_sn2881	YNL117W	MLS1	mls1
YDL238C_sn2882	YDL238C	GUD1	gud1
YER061C_sn2883	YER061C	CEM1	cem1
YDL246C_sn2884	YDL246C	SOR2	sor2
YDL022W_sn2885	YDL022W	GPD1	gpd1
YEL071W_sn2886	YEL071W	DLD3	dld3
YGL144C_sn2887	YGL144C	ROG1	rog1
YDL109C_sn2888	YDL109C	YDL109C	ydl109c
YDR058C_sn2889	YDR058C	TGL2	tgl2
YNL045W_sn2890	YNL045W	LAP2	lap2
YKL140W_sn2891	YKL140W	TGL1	tgl1
YMR246W_sn2892	YMR246W	FAA4	faa4
YOR196C_sn2893	YOR196C	LIP5	lip5
YGR292W_sn2894	YGR292W	MAL12	mal12
YBR299W_sn2895	YBR299W	MAL32	mal32
YDR072C_sn2896	YDR072C	IPT1	ipt1
YDL124W_sn2897	YDL124W	YDL124W	ydl124w
YJR051W_sn2898	YJR051W	OSM1	osm1
YEL047C_sn2899	YEL047C	FRD1	frd1
YPL113C_sn2900	YPL113C	YPL113C	ypl113c
YGL185C_sn2901	YGL185C	YGL185C	ygl185c
YNL274C_sn2902	YNL274C	GOR1	gor1
YPL096W_sn2903	YPL096W	PNG1	png1
YLR070C_sn2904	YLR070C	XYL2	xyl2
YDR315C_sn2905	YDR315C	IPK1	ipk1
YDR287W_sn2906	YDR287W	INM2	inm2
YHR046C_sn2907	YHR046C	INM1	inm1
YJL153C_sn2908	YJL153C	INO1	ino1
YGL067W_sn2909	YGL067W	NPY1	npy1
YCL026C-A_sn2910	YCL026C-A	FRM2	frm2
YPR131C_sn2911	YPR131C	NAT3	nat3
YCL050C_sn2912	YCL050C	APA1	apa1
YBR176W_sn2913	YBR176W	ECM31	ecm31
YOL052C_sn2914	YOL052C	SPE2	spe2
YNR033W_sn2915	YNR033W	ABZ1	abz1
YNL241C_sn2916	YNL241C	ZWF1	zwf1
YJL121C_sn2917	YJL121C	RPE1	rpe1
YLR354C_sn2918	YLR354C	TAL1	tal1
YPR074C_sn2919	YPR074C	TKL1	tkl1
YBR117C_sn2920	YBR117C	TKL2	tkl2
YDR465C_sn2921	YDR465C	RMT2	rmt2
YBL071W-A_sn2922	YBL071W-A	KTI11	kti11
YDR140W_sn2923	YDR140W	MTQ2	mtq2
YAR071W_sn2924	YAR071W	PHO11	pho11
YBR093C_sn2925	YBR093C	PHO5	pho5
YBR092C_sn2926	YBR092C	PHO3	pho3
YHL042W_sn3220	YHL042W	YHL042W	yhl042w
YHL049C_sn3221	YHL049C	YHL049C	yhl049c
YHR022C_sn3222	YHR022C	YHR022C	yhr022c
YHR029C_sn3223	YHR029C	YHI9	yhi9
YHR035W_sn3224	YHR035W	NEL1	nel1
YHR054C_sn3225	YHR054C	YHR054C	yhr054c
YHR078W_sn3226	YHR078W	YHR078W	yhr078w
YHR100C_sn3227	YHR100C	GEP4	gep4
YHR126C_sn3228	YHR126C	ANS1	ans1
YHR151C_sn3229	YHR151C	MTC6	mtc6
YHR177W_sn3230	YHR177W	YHR177W	yhr177w
YHR214W_sn3231	YHR214W	YHR214W	yhr214w
YHR218W_sn3232	YHR218W	YHR218W	yhr218w
YHR219W_sn3233	YHR219W	YHR219W	yhr219w
YIL023C_sn3234	YIL023C	YKE4	yke4
YIL024C_sn3235	YIL024C	YIL024C	yil024c
YIL029C_sn3236	YIL029C	YIL029C	yil029c
YIL055C_sn3237	YIL055C	YIL055C	yil055c
YIL060W_sn3238	YIL060W	YIL060W	yil060w
YIL089W_sn3239	YIL089W	YIL089W	yil089w
YIL151C_sn3240	YIL151C	ESL1	esl1
YIL152W_sn3241	YIL152W	YIL152W	yil152w
YIL165C_sn3242	YIL165C	YIL165C	yil165c
YIL169C_sn3243	YIL169C	YIL169C	yil169c
YIL174W_sn3244	YIL174W	YIL174W	yil174w
YIL175W_sn3245	YIL175W	YIL175W	yil175w
YIR016W_sn3246	YIR016W	YIR016W	yir016w
YIR042C_sn3247	YIR042C	YIR042C	yir042c
YIR043C_sn3248	YIR043C	YIR043C	yir043c
YIR044C_sn3249	YIR044C	YIR044C	yir044c
YJL027C_sn3250	YJL027C	YJL027C	yjl027c
YJL037W_sn3251	YJL037W	IRC18	irc18
YJL038C_sn3252	YJL038C	LOH1	loh1
YJL049W_sn3253	YJL049W	YJL049W	yjl049w
YJL052C-A_sn3254	YJL052C-A	YJL052C-A	yjl052c-a
YJL107C_sn3255	YJL107C	YJL107C	yjl107c
YJL118W_sn3256	YJL118W	YJL118W	yjl118w
YJL163C_sn3257	YJL163C	YJL163C	yjl163c
YJL181W_sn3258	YJL181W	YJL181W	yjl181w
YJL185C_sn3259	YJL185C	ATG36	atg36
YJL213W_sn3260	YJL213W	YJL213W	yjl213w
YJR011C_sn3261	YJR011C	YJR011C	yjr011c
YJR030C_sn3262	YJR030C	YJR030C	yjr030c
YJR061W_sn3263	YJR061W	YJR061W	yjr061w
YJR079W_sn3264	YJR079W	YJR079W	yjr079w
YJR100C_sn3265	YJR100C	AIM25	aim25
YJR115W_sn3266	YJR115W	YJR115W	yjr115w
YJR116W_sn3267	YJR116W	TDA4	tda4
YJR124C_sn3268	YJR124C	YJR124C	yjr124c
YKL050C_sn3269	YKL050C	YKL050C	ykl050c
YKL098W_sn3270	YKL098W	MTC2	mtc2
YKL100C_sn3271	YKL100C	YPF1	ypf1
YKL105C_sn3272	YKL105C	SEG2	seg2
YKL106C-A_sn3273	YKL106C-A	YKL106C-A	ykl106c-a
YKL107W_sn3274	YKL107W	YKL107W	ykl107w
YKL121W_sn3275	YKL121W	DGR2	dgr2
YKL133C_sn3276	YKL133C	YKL133C	ykl133c
YKL137W_sn3277	YKL137W	CMC1	cmc1
YKL207W_sn3278	YKL207W	EMC3	emc3
YKL224C_sn3279	YKL224C	PAU16	pau16
YKR005C_sn3280	YKR005C	YKR005C	ykr005c
YKR015C_sn3281	YKR015C	YKR015C	ykr015c
YKR017C_sn3282	YKR017C	HEL1	hel1
YKR051W_sn3283	YKR051W	YKR051W	ykr051w
YLL053C_sn3284	YLL053C	YLL053C	yll053c
YLL056C_sn3285	YLL056C	YLL056C	yll056c
YLR012C_sn3286	YLR012C	YLR012C	ylr012c
YLR030W_sn3287	YLR030W	YLR030W	ylr030w
YLR031W_sn3288	YLR031W	YLR031W	ylr031w
YLR036C_sn3289	YLR036C	YLR036C	ylr036c
YLR049C_sn3290	YLR049C	YLR049C	ylr049c
YLR053C_sn3291	YLR053C	YLR053C	ylr053c
YLR065C_sn3292	YLR065C	ENV10	env10
YLR099W-A_sn3293	YLR099W-A	MIM2	mim2
YLR104W_sn3294	YLR104W	LCL2	lcl2
YLR125W_sn3295	YLR125W	YLR125W	ylr125w
YLR137W_sn3296	YLR137W	RKM5	rkm5
YLR149C_sn3297	YLR149C	YLR149C	ylr149c
YLR152C_sn3298	YLR152C	YLR152C	ylr152c
YLR156W_sn3299	YLR156W	YLR156W	ylr156w
YLR159W_sn3300	YLR159W	YLR159W	ylr159w
YLR161W_sn3301	YLR161W	YLR161W	ylr161w
YLR173W_sn3302	YLR173W	YLR173W	ylr173w
YLR241W_sn3303	YLR241W	CSC1	csc1
YLR312C_sn3304	YLR312C	ATG39	atg39
YLR326W_sn3305	YLR326W	YLR326W	ylr326w
YLR407W_sn3306	YLR407W	YLR407W	ylr407w
YLR413W_sn3307	YLR413W	INA1	ina1
YLR415C_sn3308	YLR415C	YLR415C	ylr415c
YLR445W_sn3309	YLR445W	GMC2	gmc2
YLR446W_sn3310	YLR446W	YLR446W	ylr446w
YLR456W_sn3311	YLR456W	YLR456W	ylr456w
YLR460C_sn3312	YLR460C	YLR460C	ylr460c
YLR462W_sn3313	YLR462W	YLR462W	ylr462w
YML002W_sn3314	YML002W	YML002W	yml002w
YML003W_sn3315	YML003W	YML003W	yml003w
YAL031C_sn3412	YAL031C	GIP4	gip4
YGR196C_sn3413	YGR196C	FYV8	fyv8
YDR152W_sn3414	YDR152W	GIR2	gir2
YIL041W_sn3415	YIL041W	GVP36	gvp36
YGR187C_sn3416	YGR187C	HGH1	hgh1
YMR132C_sn3417	YMR132C	JLP2	jlp2
YPL263C_sn3418	YPL263C	KEL3	kel3
YDL167C_sn3419	YDL167C	NRP1	nrp1
YOR007C_sn3420	YOR007C	SGT2	sgt2
YDL091C_sn3421	YDL091C	UBX3	ubx3
YAL049C_sn3422	YAL049C	AIM2	aim2
YAR029W_sn3423	YAR029W	YAR029W	yar029w
YBL055C_sn3424	YBL055C	YBL055C	ybl055c
YBL107C_sn3425	YBL107C	MIX23	mix23
YBR025C_sn3426	YBR025C	OLA1	ola1
YBR052C_sn3427	YBR052C	RFS1	rfs1
YBR071W_sn3428	YBR071W	YBR071W	ybr071w
YBR137W_sn3429	YBR137W	YBR137W	ybr137w
YCL042W_sn3430	YCL042W	YCL042W	ycl042w
YCL056C_sn3431	YCL056C	PEX34	pex34
YCR061W_sn3432	YCR061W	YCR061W	ycr061w
YCR095C_sn3433	YCR095C	OCA4	oca4
YDL099W_sn3434	YDL099W	BUG1	bug1
YDL173W_sn3435	YDL173W	PAR32	par32
YDL218W_sn3436	YDL218W	YDL218W	ydl218w
YDR066C_sn3437	YDR066C	RTR2	rtr2
YDR067C_sn3438	YDR067C	OCA6	oca6
YDR186C_sn3439	YDR186C	YDR186C	ydr186c
YDR222W_sn3440	YDR222W	YDR222W	ydr222w
YDR239C_sn3441	YDR239C	YDR239C	ydr239c
YDR266C_sn3442	YDR266C	HEL2	hel2
YDR333C_sn3443	YDR333C	RQC1	rqc1
YDR357C_sn3444	YDR357C	CNL1	cnl1
YDR370C_sn3445	YDR370C	DXO1	dxo1
YDR539W_sn3446	YDR539W	FDC1	fdc1
YER071C_sn3447	YER071C	TDA2	tda2
YFR017C_sn3448	YFR017C	IGD1	igd1
YGL036W_sn3449	YGL036W	YGL036W	ygl036w
YGR117C_sn3450	YGR117C	YGR117C	ygr117c
YGR122W_sn3451	YGR122W	YGR122W	ygr122w
YGR130C_sn3452	YGR130C	YGR130C	ygr130c
YGR210C_sn3453	YGR210C	YGR210C	ygr210c
YHL013C_sn3454	YHL013C	OTU2	otu2
YHL039W_sn3455	YHL039W	EFM1	efm1
YHR009C_sn3456	YHR009C	TDA3	tda3
YHR131C_sn3457	YHR131C	YHR131C	yhr131c
YHR159W_sn3458	YHR159W	TDA11	tda11
YHR182W_sn3459	YHR182W	YHR182W	yhr182w
YHR192W_sn3460	YHR192W	LNP1	lnp1
YIL001W_sn3461	YIL001W	YIL001W	yil001w
YIL057C_sn3462	YIL057C	RGI2	rgi2
YIL108W_sn3463	YIL108W	YIL108W	yil108w
YIL161W_sn3464	YIL161W	YIL161W	yil161w
YIR007W_sn3465	YIR007W	EGH1	egh1
YJL016W_sn3466	YJL016W	YJL016W	yjl016w
YJL217W_sn3467	YJL217W	REE1	ree1
YJR024C_sn3468	YJR024C	MDE1	mde1
YJR149W_sn3469	YJR149W	YJR149W	yjr149w
YJR154W_sn3470	YJR154W	YJR154W	yjr154w
YKL018C-A_sn3471	YKL018C-A	YKL018C-A	ykl018c-a
YKL023W_sn3472	YKL023W	YKL023W	ykl023w
YKL047W_sn3473	YKL047W	ANR2	anr2
YKL071W_sn3474	YKL071W	YKL071W	ykl071w
YKL075C_sn3475	YKL075C	YKL075C	ykl075c
YKL206C_sn3476	YKL206C	ADD66	add66
YKR021W_sn3477	YKR021W	ALY1	aly1
YKR045C_sn3478	YKR045C	YKR045C	ykr045c
YKR074W_sn3479	YKR074W	AIM29	aim29
YLL029W_sn3480	YLL029W	FRA1	fra1
YLL032C_sn3481	YLL032C	YLL032C	yll032c
YLR063W_sn3482	YLR063W	BMT6	bmt6
YLR072W_sn3483	YLR072W	LAM6	lam6
YLR114C_sn3484	YLR114C	AVL9	avl9
YLR126C_sn3485	YLR126C	YLR126C	ylr126c
YLR143W_sn3486	YLR143W	DPH6	dph6
YLR177W_sn3487	YLR177W	YLR177W	ylr177w
YLR199C_sn3488	YLR199C	PBA1	pba1
YLR211C_sn3489	YLR211C	ATG38	atg38
YLR225C_sn3490	YLR225C	YLR225C	ylr225c
YLR257W_sn3491	YLR257W	YLR257W	ylr257w
YLR287C_sn3492	YLR287C	YLR287C	ylr287c
YLR364W_sn3493	YLR364W	GRX8	grx8
YLR392C_sn3494	YLR392C	ART10	art10
YLR412W_sn3495	YLR412W	BER1	ber1
YLR422W_sn3496	YLR422W	DCK1	dck1
YLR437C_sn3497	YLR437C	DIF1	dif1
YMR086W_sn3498	YMR086W	SEG1	seg1
YMR090W_sn3499	YMR090W	YMR090W	ymr090w
YMR163C_sn3500	YMR163C	INP2	inp2
YMR184W_sn3501	YMR184W	ADD37	add37
YMR196W_sn3502	YMR196W	YMR196W	ymr196w
YMR253C_sn3503	YMR253C	YMR253C	ymr253c
YMR259C_sn3504	YMR259C	TRM732	trm732
YNL056W_sn3505	YNL056W	OCA2	oca2
YNL191W_sn3506	YNL191W	DUG3	dug3
YNR014W_sn3507	YNR014W	YNR014W	ynr014w
YNR029C_sn3508	YNR029C	YNR029C	ynr029c
YNR034W-A_sn3509	YNR034W-A	EGO4	ego4
YOL047C_sn3510	YOL047C	LDS2	lds2
YOL087C_sn3511	YOL087C	DUF1	duf1
YOL098C_sn3512	YOL098C	SDD3	sdd3
YOL159C-A_sn3513	YOL159C-A	YOL159C-A	yol159c-a
YOR091W_sn3514	YOR091W	TMA46	tma46
YOR118W_sn3515	YOR118W	RTC5	rtc5
YOR164C_sn3516	YOR164C	GET4	get4
YOR220W_sn3517	YOR220W	RCN2	rcn2
YOR238W_sn3518	YOR238W	YOR238W	yor238w
YOR385W_sn3519	YOR385W	YOR385W	yor385w
YPL009C_sn3520	YPL009C	RQC2	rqc2
YPL030W_sn3521	YPL030W	TRM44	trm44
YPL067C_sn3522	YPL067C	YPL067C	ypl067c
YPL108W_sn3523	YPL108W	YPL108W	ypl108w
YPL110C_sn3524	YPL110C	GDE1	gde1
YPL166W_sn3525	YPL166W	ATG29	atg29
YPL183C_sn3526	YPL183C	RTT10	rtt10
YPL184C_sn3527	YPL184C	MRN1	mrn1
YPL191C_sn3528	YPL191C	YPL191C	ypl191c
YPL199C_sn3529	YPL199C	YPL199C	ypl199c
YPL225W_sn3530	YPL225W	YPL225W	ypl225w
YPL229W_sn3531	YPL229W	YPL229W	ypl229w
YPR147C_sn3532	YPR147C	YPR147C	ypr147c
YPR148C_sn3533	YPR148C	YPR148C	ypr148c
YBR151W_sn3534	YBR151W	APD1	apd1
YNL042W_sn3535	YNL042W	BOP3	bop3
YOR258W_sn3536	YOR258W	HNT3	hnt3
YJL082W_sn3537	YJL082W	IML2	iml2
YJL162C_sn3538	YJL162C	JJJ2	jjj2
YKL183W_sn3539	YKL183W	LOT5	lot5
YER037W_sn3540	YER037W	PHM8	phm8
YKL128C_sn3541	YKL128C	PMU1	pmu1
YDR032C_sn3542	YDR032C	PST2	pst2
YLR376C_sn3543	YLR376C	PSY3	psy3
YDR003W_sn3544	YDR003W	RCR2	rcr2
YOR138C_sn3545	YOR138C	RUP1	rup1
YDR525W-A_sn3546	YDR525W-A	SNA2	sna2
YGL131C_sn3547	YGL131C	SNT2	snt2
YDR346C_sn3548	YDR346C	SVF1	svf1
YMR067C_sn3549	YMR067C	UBX4	ubx4
YBL029W_sn3550	YBL029W	YBL029W	ybl029w
YBL059C-A_sn3551	YBL059C-A	CMC2	cmc2
YBL060W_sn3552	YBL060W	YEL1	yel1
YBR090C_sn3553	YBR090C	YBR090C	ybr090c
YBR197C_sn3554	YBR197C	YBR197C	ybr197c
YBR242W_sn3555	YBR242W	YBR242W	ybr242w
YBR281C_sn3556	YBR281C	DUG2	dug2
YCR051W_sn3557	YCR051W	YCR051W	ycr051w
YCR090C_sn3558	YCR090C	YCR090C	ycr090c
YDL063C_sn3559	YDL063C	SYO1	syo1
YDL085C-A_sn3560	YDL085C-A	YDL085C-A	ydl085c-a
YDL110C_sn3561	YDL110C	TMA17	tma17
YDL129W_sn3562	YDL129W	YDL129W	ydl129w
YDL144C_sn3563	YDL144C	YDL144C	ydl144c
YDL156W_sn3564	YDL156W	CMR1	cmr1
YDL233W_sn3565	YDL233W	MFG1	mfg1
YDR031W_sn3566	YDR031W	MIX14	mix14
YDR049W_sn3567	YDR049W	VMS1	vms1
YDR051C_sn3568	YDR051C	DET1	det1
YDR063W_sn3569	YDR063W	AIM7	aim7
YDR132C_sn3570	YDR132C	YDR132C	ydr132c
YDR161W_sn3571	YDR161W	ACL4	acl4
YDR391C_sn3572	YDR391C	YDR391C	ydr391c
YDR520C_sn3573	YDR520C	URC2	urc2
YDR540C_sn3574	YDR540C	IRC4	irc4
YEL007W_sn3575	YEL007W	MIT1	mit1
YEL025C_sn3576	YEL025C	YEL025C	yel025c
YER034W_sn3577	YER034W	YER034W	yer034w
YER067W_sn3578	YER067W	RGI1	rgi1
YER079W_sn3579	YER079W	YER079W	yer079w
YER134C_sn3580	YER134C	YER134C	yer134c
YER152C_sn3581	YER152C	YER152C	yer152c
YER156C_sn3582	YER156C	YER156C	yer156c
YER163C_sn3583	YER163C	GCG1	gcg1
YFR011C_sn3584	YFR011C	MIC19	mic19
YFR016C_sn3585	YFR016C	YFR016C	yfr016c
YFR044C_sn3586	YFR044C	DUG1	dug1
YGL082W_sn3587	YGL082W	YGL082W	ygl082w
YGL101W_sn3588	YGL101W	YGL101W	ygl101w
YGL220W_sn3589	YGL220W	FRA2	fra2
YGL250W_sn3590	YGL250W	RMR1	rmr1
YGR017W_sn3591	YGR017W	YGR017W	ygr017w
YGR042W_sn3592	YGR042W	YGR042W	ygr042w
YGR058W_sn3593	YGR058W	PEF1	pef1
YGR111W_sn3594	YGR111W	YGR111W	ygr111w
YHR087W_sn3595	YHR087W	RTC3	rtc3
YHR097C_sn3596	YHR097C	YHR097C	yhr097c
YHR132W-A_sn3597	YHR132W-A	IGO2	igo2
YIL056W_sn3598	YIL056W	VHR1	vhr1
YIL092W_sn3599	YIL092W	YIL092W	yil092w
YJL043W_sn3600	YJL043W	YJL043W	yjl043w
YJL055W_sn3601	YJL055W	YJL055W	yjl055w
YJR008W_sn3602	YJR008W	MHO1	mho1
YJR056C_sn3603	YJR056C	YJR056C	yjr056c
YJR098C_sn3604	YJR098C	YJR098C	yjr098c
YKL069W_sn3605	YKL069W	YKL069W	ykl069w
YKR018C_sn3606	YKR018C	YKR018C	ykr018c
YKR023W_sn3607	YKR023W	YKR023W	ykr023w
YKR041W_sn3608	YKR041W	YKR041W	ykr041w
YKR075C_sn3609	YKR075C	YKR075C	ykr075c
YKR077W_sn3610	YKR077W	MSA2	msa2
YLR016C_sn3611	YLR016C	PML1	pml1
YLR262C-A_sn3612	YLR262C-A	TMA7	tma7
YLR271W_sn3613	YLR271W	YLR271W	ylr271w
YML053C_sn3614	YML053C	YML053C	yml053c
YML079W_sn3615	YML079W	YML079W	yml079w
YML108W_sn3616	YML108W	YML108W	yml108w
YMR002W_sn3617	YMR002W	MIX17	mix17
YMR009W_sn3618	YMR009W	ADI1	adi1
YMR027W_sn3619	YMR027W	YMR027W	ymr027w
YMR031C_sn3620	YMR031C	EIS1	eis1
YMR074C_sn3621	YMR074C	SDD2	sdd2
YMR099C_sn3622	YMR099C	YMR099C	ymr099c
YMR114C_sn3623	YMR114C	YMR114C	ymr114c
YMR122W-A_sn3624	YMR122W-A	YMR122W-A	ymr122w-a
YMR178W_sn3625	YMR178W	YMR178W	ymr178w
YMR233W_sn3626	YMR233W	TRI1	tri1
YMR244C-A_sn3627	YMR244C-A	COA6	coa6
YMR258C_sn3628	YMR258C	ROY1	roy1
YMR315W_sn3629	YMR315W	YMR315W	ymr315w
YNL010W_sn3630	YNL010W	YNL010W	ynl010w
YNL155W_sn3631	YNL155W	CUZ1	cuz1
YNL157W_sn3632	YNL157W	IGO1	igo1
YNL162W-A_sn3633	YNL162W-A	YNL162W-A	ynl162w-a
YNL194C_sn3634	YNL194C	YNL194C	ynl194c
YNL224C_sn3635	YNL224C	SQS1	sqs1
YNL254C_sn3636	YNL254C	RTC4	rtc4
YNR009W_sn3637	YNR009W	NRM1	nrm1
YFL044C_sn3638	YFL044C	OTU1	otu1
YOL032W_sn3639	YOL032W	OPI10	opi10
YOL057W_sn3640	YOL057W	YOL057W	yol057w
YOL092W_sn3641	YOL092W	YPQ1	ypq1
YOL125W_sn3642	YOL125W	TRM13	trm13
YOR006C_sn3643	YOR006C	TSR3	tsr3
YOR062C_sn3644	YOR062C	YOR062C	yor062c
YOR131C_sn3645	YOR131C	YOR131C	yor131c
YOR227W_sn3646	YOR227W	HER1	her1
YOR289W_sn3647	YOR289W	YOR289W	yor289w
